83rd Fighter Aviation Regiment	20
Dick Hall (baseball)	2
Hannes Hólmsteinn Gissurarson	0
Saginaw, Minnesota	3
Tzvi Hersh Weinreb	15
Appointment to the Order of Canada	2
C/NOFS	15
William J. Creelman	2
Izak Davel	5
Cholecystokinin A receptor	5
Lionel Booth	7
Florida State Road 26	7
Historical Metallurgy Society	9
Abortion in Australia	6
Ratnam SC	11
Mullins River	30
Western Kentucky Hilltoppers and Lady Toppers	4
Joseph Dahmus	2
Entrepreneurship ecosystem	3
District of Columbia International School	2
Velimir Stjepanović	0
Anjum Chopra	15
Dunscore Old Kirk	7
Sunil Kumar Manna	5
Geri Allen	181
Ralph Kimball	25
NASA Space Settlement Contest	5
Ward No. 107, Kolkata Municipal Corporation	5
Daniel Keys Moran	19
Dataquest	61
Life of Samuel Johnson	64
Charles Bell Birch	11
Calcimimetic	7
Évançon	0
Outcast (video game)	2
Zygmunt Wojciechowski	13
Evelyn Fletcher Copp	2
CDP Spoofing	2
Norfolk Island national rugby league team	4
2014 European Parliament election in Spain	6
Round city of Baghdad	7
Peter Woods (footballer)	2
Forkner shorthand	10
Green pug	2
Valeriy Luchkevych	4
Banksia nobilis	12
2007 Copa Libertadores knockout stages	2
Classic Rock (Dial Global radio network)	2
Reine Swart	5
Valyantsin Byalkevich	7
Yuriy A. Sergeyev	5
Coopers Edge	9
Congressional Avenue, Quezon City	4
Thomas Benton Slate	4
The Pill (song)	2
Day6	59
Concord (Natchez, Mississippi)	2
Doomsday Warrior (video game)	2
Pagoeta Natural Park	4
Vulcana	128
Man Island (Bahamas)	2
Nikolai Timkov	102
My Wildest Dreams (album)	2
Hit Me Like a Man EP	9
Code of Support Foundation	25
Gamebook	52
Beaver Creek (Gasconade River)	2
Jan of Tarnów	0
Rodney J. Rogers	2
Diamond Shoal	133
2006 Pacific Rugby Cup	4
Francine Raynault	5
Dana International	167
Aanachandam	8
2014 United States Senate election in Oklahoma	4
John Davis Long	38
Pola de Siero	25
Prospect, Ohio	4
Hankyu 1300 series	4
Bosley Crowther	1262
Mandalay State Beach	6
Opinion polling for the 2014 European Parliament election in France	2
Tampa, Florida	4340
Israel Hwasser	4
SNCB Class 70	2
Burying beetle	10
Charmion (servant to Cleopatra)	2
Camp Atterbury	177
Anna Luna	13
Trott Park, South Australia	4
Never Let Me Go (2010 film)	2
Majang language	5
Alaska Native art	47
Universal Wrestling Federation (Herb Abrams) championships	2
Tip Tipping	7
Eli Lotar	18
Joan Kroc	46
Lavon Heidemann	4
Nepalese Armed Forces	8
South Main Street Residential Historic District (Statesboro, Georgia)	2
Sky Atlantic (Germany)	2
Carolina Foods	12
Akihiko Tanaka	5
Onychochilidae	9
Château Montrose	0
Evolution (marketplace)	2
Occident (movement)	2
Nozomu Sahashi	5
Doug Yule	66
McDonnell F2H Banshee	24
Barber	24202
Audrey Henshall	4
Mukachevo	305
John Taylor (bishop of St Albans)	2
Welcome to New York (album)	2
Kreuz Kaiserberg	12
Mata de São João	0
Bramhall Hill	8
Villa Certosella	7
Michael Johnson (footballer, born 1973)	2
USS Observer (MSO-461)	2
The Arena, Ottawa	2
A Trick to Catch the Old One	11
Jun Ideguchi	2
1994 Ibero-American Championships in Athletics	9
Liz Cambage	27
Henlee Hulix Barnette	6
Larantuka Malay	19
Differentially closed field	3
Sugawara no Michizane	61
Mutants (album)	2
Conservation Drones	8
Trigona fuscipennis	32
Jean Soldini	4
Kuspuk	8
Feather River	692
Arriondas	14
2002 Chatham Cup	4
Doraemon: Nobita and the Green Giant Legend	2
Kalinga Institute of Medical Sciences	12
Agathon Fabergé	0
Mode (literature)	2
Chalalan	18
Martin's axiom	46
1996–97 Birmingham City F.C. season	2
Tuff Sunshine	8
Jim Morrison	803
Francesco Laurana	32
Charles Owen Rice	9
Milan Kojić	0
Back to Life (Alicia Keys song)	2
Mallaig Extension Railway	22
Gordon Crooks Wilson	4
Quadratic Lie algebra	2
Hated: GG Allin and the Murder Junkies	5
Devotion (1946 film)	2
1997–98 Boston Celtics season	2
Contemporary anarchism	4
Venom (2005 film)	2
Jazz Jackrabbit 2	33
Železník (horse)	0
Marquez v. Screen Actors Guild Inc.	5
Jeremiah O'Sullivan	15
2016–17 FC Bayern Munich season	2
Moskovsky Korrespondent	6
MTV Unplugged: Los Tigres del Norte and Friends	5
Ivan Martić	0
Solegear Bioplastics	4
South coast of Western Australia	5
Álvaro Luiz Maior de Aquino	0
G. S. Venkataraman	2
Triadic-line poetry	4
National Gas Congress and Exhibition	7
Emblem of Saudi Arabia	3
Mongol Armenia	4
Brian Banks (American football)	2
Identical Twins, Roselle, New Jersey, 1967	4
Planck (crater)	2
2014 UCI Track Cycling World Championships – Women's sprint	2
Ivana (singer)	2
Warhammer: Shadow of the Horned Rat	7
Laakhon Mein Ek	15
St Nicholas' Church, Freefolk	2
Ljiljana Filipović	0
History of the Republic of Ireland	3
15 Minutes (Rodney Atkins song)	2
Sydenham Hill Wood	33
Government of Puducherry	35
1970 California Angels season	4
Mayfair, Calgary	2
RNLB Lucy Lavers (ON 832)	2
Edmund Fielding	15
Sawblade (Isis EP)	2
Investment function	2
Winter greens	5
Lady of the Night	46
Peter van Dalen	5
Hayrola?	11
Plum-throated cotinga	2
Arslan Mehmed Pasha	7
Matt T. Harvey	4
Prince Antoine of Bourbon-Two Sicilies	7
Broad Street Station (Richmond)	2
Smallscale redfin	2
Citheronia splendens	4
United Nations Security Council Resolution 1457	2
Trevor Larnach	4
Capital Bank (Botswana)	2
Dan DeGrow	3
P-type calcium channel	26
Dallin H. Oaks	83
Eenasul Fateh	4
Holzgau	12
6th Armored Division (People's Republic of China)	2
Dogliani	51
Julius Stockfleth	8
Deoxyribonuclease I	8
Ti' Punch	8
James Brown (Elvis impersonator)	2
Darker than Amber (film)	2
Sutton House (Decatur, Ohio)	2
The Way It Used to Be (Engelbert Humperdinck song)	2
Antideficiency Act	30
Meadow Lake, New Mexico	2
Gene dosage	8
Kapteyn (crater)	2
United Verde & Pacific Railway	4
High Noon Toons	11
Fort Dearborn Hotel	7
Shaun Payne	7
Northwest Progressive Institute	7
Getabako	2
Mike Sorber	18
Angie Reed	10
Cougar Town (season 6)	2
Jake Moon	30
Mustafa Faraj	20
Mount Van Cott	9
Terrence Lewis (basketball)	2
Yanda Airlines	8
Aconitum plicatum	7
I Me	8727
Freddie Jenkins	6
Aruba at the 1996 Summer Olympics	4
Umbrella company	2
Ronald Podrow	2
The Initial Friend	8
Mira Kunnasluoto	5
McKinnon Secondary College	15
Football at the 1988 Summer Olympics – Men's European Qualifiers	2
Estadio Virgilio Tejeira	5
USS Grand Rapids (PF-31)	2
John Joseph (singer)	2
Max Boyce	58
Shanvi Srivastava	21
Satnam Singh Mann	5
Regiment Overvaal	11
Hadım Suleiman Pasha	28
The Rove Formation	13
Wirö language	0
Ursula Appolloni	5
HMS Undine (N48)	2
Schreier vector	10
Albert Bogle	5
Simon and the Oaks (film)	2
TelVue	30
Northrop Grumman Firebird	5
Tony Castaño	0
Peasey Beck	12
Johannes Veghe	4
Thomas Garnett (manufacturer)	2
James Dietz	7
St. James High School (Philippines)	2
SPICA	81
Senmaya, Iwate	2
Concepción Arenal	0
Johannes Rosinus	5
Odlyzko–Schönhage algorithm	0
Pictograph Cave (Billings, Montana)	3
Frederick Christian, Elector of Saxony	18
Al-Qaeda in Bosnia and Herzegovina	5
CentralPlaza Rattanathibet	5
Campaign Against Sanctions and Military Intervention in Iran	13
Stewart Library	11
Carl Louis Gregory	70
Food Fray	4
The Word Among Us	16
Calycadenia spicata	6
The Cube Root of Uncertainty	4
Louis Bisson	9
Ernesto de Zulueta e Isasi	7
Gallia County Courthouse	4
Out in the Square	8
Liberal Party (Israel)	4
Adrienne Arsht Center for the Performing Arts	41
Larry Groupé	0
Hypocognition	6
Ross Harrington	6
Tri-Stat dX	24
Joanna Marszałek-Kawa	32
Richard Picker	36
Papurana arfaki	5
Kangeyanallur	10
C. Muthuswamy Gounder	4
Stuart Leggatt	4
Ioannis Doukas	5
Dawn Lyn	21
Paul Davies	235
Chequerbent railway station	8
Beautiful Soul (song)	4
Calvin Frye	10
Andrey of Staritsa	9
Active perception	2
Saidina Abu Bakar As Siddiq Mosque	5
Tropocoronand ligand	4
Against All Odds (2006)	5
College of the Atlantic	142
Little Venice, London	14
Kevin Zraly	13
Uta Codex	9
It Was	1475
14 Persei	6
Viglius	28
Afripedia Project	3
Halophila engelmannii	12
Christ Church, Totland	6
Dennis Mammana	4
Hudson Greater Eight	7
Gabriella Ferri	10
Emilio Romero	11
Granophyre	24
2006 CECAFA Cup	4
Swansea City A.F.C.	71
Los Guatuzos Wildlife Refuge	5
Gathundia	5
Arthur Twidle	7
Sukiyaki Western Django	22
Trifling Women	16
Ram Badan Singh	7
Remotion: The Global Communication Remix Album	2
Callaly Castle	8
J. S. Roskell	8
Lebanon, Oklahoma	2
Wat Yannawa	4
Larry Lester	15
Russell M. Robinson, II	4
Atlantic Tele-Network	13
Édouard-Onésiphore Martin	0
Cooroy, Queensland	7
WKAZ (AM)	2
Kos (unit)	2
Stonebridge International Insurance Ltd	7
Film International	183
River (Joni Mitchell song)	3
Cargo aircraft	10
Gmina Iłowo-Osada	8
Geography of the Marshall Islands	2
Screen painting	8
Davol School	6
SA3 coupler	41
Edwin Arden	29
Ogilala	11
Ferrari P4/5 by Pininfarina	8
Linton, Indiana	28
LMS 3-Cylindered Stanier 2-6-4T	2
University Park, Illinois	19
Fox Reality Channel	73
Fraternitas Estica	15
1970 Italian regional elections	2
Chalk Creek	35
Krešimir Ćosić Hall	0
Ida Kerkovius	8
Paul Benioff	4
Housekeeper (domestic worker)	2
Tom Bodkin	7
Church of the Transfiguration, Pyecombe	2
Caterpillar C27	6
James Crawfoot	6
Nowlin Mound	9
M·CORE	10
Vnesheconombank	75
Ralph Foody	4
Rey Maualuga	42
Army of the Danube	152
Hydriomena macdunnoughi	5
Black land loss in the United States	4
Skeletor	699
Château de Remaisnil	0
Brian Head Ski Resort	12
Equatorial Guinea at the 2012 Summer Olympics	1
Sandown Manor	5
Henry Guildford	15
George Neilson	20
HSwMS Ulla Fersen (1789)	2
League Cup	19873
John Gamgee	14
Air trapping	10
National Assembly of Quebec	1105
29th and Gay	5
2017 Los Angeles Angels season	4
Hung Shing Temple, Wan Chai	2
Euphemia I, Countess of Ross	20
Villard, Minnesota	6
Yaakov Chaim Sofer	14
Pygmy smelt	2
With Passion	16
Edward John Herrmann	5
Siege of Uspe	3
Jason Day (fighter)	2
California Healthcare Institute	19
Bickley-Warren Productions	19
Hilda Buckmaster	4
Asymptotic analysis	6
2017–18 KHL season	6
Hawaii Route 580	2
Albert Vanhoye	15
Web of Science	452
Charles Napier Sturt (1832–1886)	2
Barlinek-Gorzów Landscape Park	0
Bukhara	2616
The Mercer Cluster	5
Monmouth (Assembly constituency)	2
Hovik Abrahamyan	18
Sanjeeva Reddy Nagar	13
Viscosity models for mixtures	2
Winchester Student Union	13
Baladitya (actor)	2
Shift (sculpture)	2
Robi Domingo	85
Global Handwashing Day	16
West Newlandside Meadows	4
American League West	614
Jesus Lau	7
Theodore the Studite	65
Minashi Shrine	4
Watch Hill, Rhode Island	34
Mahi-mahi fishing	2
Cliff Breitkreuz	4
Peter Dohmen	11
Flor Hayes	6
Giacomo Gastaldi	16
Mademoiselle D'Jeck	4
Peoples Academy	14
Central North Dakota Steam Thresher's Reunion	3
Zehreela Insaan	10
Monastery of Carracedo	4
Henry Lucas (politician)	2
Shadelands Ranch	7
Indian Monsoon Current	5
Frank Jay Haynes	16
Gary Gorton	12
Werewolf	1604
Sujeewa de Silva	7
World Mission Prayer League	15
The Game (1997 film)	2
Mahmoud Pak Niat	4
MS The Calypso	2
Votebank	6
Paul McKinley	12
Zenaida and Philonella	4
Li Zongmin	268
Riblja Čorba	0
Tobacco Road (film)	2
Louis Fraser	17
Hathibada Ghosundi Inscriptions	8
René Harris	0
2007–08 Danish 1st Division	4
Woodchips	29
Breyer State University	15
Rafael Bash	5
Think Tank (comics)	2
Velibor Pudar	4
Denmark in the Eurovision Song Contest 1985	2
Božo Petrov	0
On the Move (TV series)	2
Intersection number (graph theory)	2
Freek'n You	12
Provincetown (CDP), Massachusetts	2
FM Haro!	5
Brittle Days – A Tribute to Nick Drake	3
Let No Man Write My Epitaph	23
Trichostema lanatum	8
Winter Soldier: Iraq & Afghanistan	2
Josh Pace	14
W-inds	37
Chaudhry Zafar Iqbal Nagra	4
Aphrodite (album)	2
Neotenic complex syndrome	4
Metropolitan Park	372
Volvariella bombycina	8
Georges Creek Railway	20
Moses Lake North, Washington	3
Capelin	201
Larry Grant (American football)	2
Tarek ibn Ziyad Academy	7
Attachment therapy	12
Epistrophy	28
Kerkrade Centrum railway station	2
Plainfield, Indiana	64
United Dominions Trust Ltd v Kirkwood	4
Shahin (Shawn) Shadfar	6
English, Indiana	8
Marion Technical Institute	4
Naho Sugiyama	22
Tower Of Rome	4
Teddy Yip (businessman)	2
Handline fishing	4
Eddie Money (album)	2
Adolf Eichmann	627
Wetlands (2013 film)	2
Constructorul Galați	0
Robert Schuman University	19
Premal Shah	8
The Brass Ring	12
Michael Behagen	16
Destination Kohler	17
Cologne–Mönchengladbach railway	0
Sunnyside Country Club	5
Milecastle 58	8
Palandöken Ski Center	0
San Rafael, Chile	2
Paw Paw River	28
Henry Coyle (politician)	2
Waverley, Western Australia	2
Battle of the Bogue (1856)	2
Fugitive Kind	41
Catoosa High School	6
Simon Pollak	7
Christopher Wilson (bishop)	2
The National discography	2
Mill Springs Battlefield	21
Compre Bem	2
Joshua Davis (designer)	2
The Sunday Footy Show (rugby league)	2
Limelight Awards	7
Zach Zwinak	33
2010–11 TCU Horned Frogs men's basketball team	2
Senators Baseball Club	4
Discovery and development of HIV-protease inhibitors	2
Kirkstall	490
Utah State Route 130	6
Hans Mauch	12
Le grand show des enfants	5
Kalutara Bodhiya	12
Francisco Luque	12
Frontier(s)	15
Holy Resurrection Orthodox Church, Kaunas	2
Sib Chandra Deb	19
Vanhankaupunginselkä	0
KazakhGold	2
Lexical rule	5
1956 Iowa Hawkeyes football team	5
Yu Dabao	9
Baburao Pendharkar	29
Joel Casique	4
Get Yourself High	14
Elmer Wexler	8
Thue equation	10
Group Theatre (New York City)	2
São Julião Lighthouse	0
La figlia del mago	5
Jalan Wong Ah Fook	13
Ring main unit	3
Mir Ali, Pakistan	3
1,3-Butadiene	24
Pleasant Street Firehouse	5
Bródno Jewish Cemetery	0
Not Funny	85
XSL Formatting Objects	13
Mars Needs Moms	36
Pharwahi	8
Merlin Book 5: A Wizard's Wings	2
United States Post Office and Court House (Lexington, Kentucky)	2
Lauri Wylie	13
Rocky Calmus	13
Packard XJ49	5
251 Menlove Avenue	23
Aviation Martyrs' Monument	5
Coco Navarro	2
Science Olympiad	597
An die ferne Geliebte	14
Labor omnia vincit	18
Mehnaz Begum	6
Viktoriya Zyabkina	2
Plan, Aragon	2
Apothecary general	2
Edward Anseele	12
Graph theory	31
Meg Murry	33
Helcystogramma triannulella	4
Stakeout on Dope Street	9
Hierochloe occidentalis	4
Alexander S. Wadsworth	9
Dispensation (canon law)	2
Los chiflados del rock and roll	8
Augusta Schrumpf	13
Born Blind	20
John B. Chitamber	3
June Taylor	36
Church of Theotokos of Vale	3
I Miss My Friend (song)	2
Red Butte	171
Matthew Headrick	4
Gradient theorem	2
Howard M. Terpenning Recreation Complex	6
El camionero	10
Pennsylvania Route 12	83
Bill Irwin (wrestler)	2
Botswana National Olympic Committee	17
Mustafakemalpaşa	0
Lasiopetalum behrii	5
Frank Ostaseski	6
Masha Mansoor	4
Virginia State Route 195	4
Bite of Seattle	8
Jaroslav and Dana Stodolovi	2
St Paul's Church, Coven	10
Stuart Wells	12
Kue King	6
August 2015 Kabul attacks	1
Athletics at the 2016 Summer Olympics – Women's long jump	2
Mondo 2000	46
Llamado de Emergencia	6
Ralph Hyde	10
Mark Berry (author)	2
John Windus	6
Cesare Cremonini (philosopher)	2
Cotswold Water Park	49
Bob Banks	12
Institutional Investor (magazine)	6
Aaron Chapman	9
Oregon Route 182	4
Listed buildings in Padiham	2
Gözne	0
Corner Hotel	98
Typhoon Ellen (1983)	2
Emeran Mayer	2
Altirhinus	32
Loire 30	12
Walter Anderson (footballer)	2
History of the Quran	3
The Arts Club	78
Blair Brown	134
Lucy Maria Field Wanzer	5
Hilla Becher	65
Agnes II, Abbess of Quedlinburg	2
Kesha v. Dr. Luke	8
Amr Waked	18
Java Desktop System	18
Ducati 848	10
Brown dwarf	33
Yoboki	12
Committee for Geographical Names in Australasia	4
Tanberg Township, Wilkin County, Minnesota	2
Calvin Dean	12
Federal State of Austria	53
River Wyre	87
Rivka Neumann	9
Charles R. Savage	3
Nigel Hadgkiss	3
Charlie Rance	3
2018–19 Men's Hockey Series Open	4
Sanawad	56
Jacques de Tonnancour	16
John Macallan Swan	5
Traditional climbing	11
Royal Victoria Yacht Club	25
Citroën 7U	0
Diplolaena grandiflora	7
The Hunting Party (album)	2
Watford Locks	11
The First 25 Years – The Silver Anniversary Album	7
Elmer MacKay	15
Umar Bin Muhammad Daudpota	5
Christopher Gross	15
Best of the Best Volume 2: 20 Years of the Year's Best Short Science Fiction Novels	2
Adolf Paul Schulze	4
Léonce Rosenberg	0
Velour 100	9
Kamensk plant master’s manor house	4
Rare and Unreleased (Curve album)	2
Robert E. Smylie	6
Krewella	168
6-simplex	214
Qullikorsuit Island	16
Joseph V. Noble	6
Lachen, Switzerland	2
HM Advocate v Muirhead	3
Hurrah! A Year of Ta-Dah	4
Blue Ridge Road	39
Alcazaba of Badajoz	5
Saddlesore Galactica	20
Family of Strangers	10
Black Shabbis	13
Audrius Butkevičius	0
Ossiach Tauern	11
Say I'm Your Number One	20
2014 Six Nations Championship	66
Institute of Geosciences of the Universidade Federal do Rio Grande do Sul	2
We Are Messengers (album)	2
Dotori-muk	4
It2i2	2
Dos Mukasan	8
Francis Xavier Pierz	23
Stunt Race FX	17
Thamirabarani River	57
Juliana Berners	34
1992 Ukrainian Cup	7
Little Moscow	56
Enkyo Pat O'Hara	3
Saeid Baghvardani	5
Alberto Perlman	8
Scott's Cheap Flights	12
Hiri (email client)	2
Mark van Gisbergen	6
Albert of Saxony (philosopher)	2
BBC Essex	69
Lakkundi	116
Sébastien Aubert	0
Ingleside Avenue Historic District	4
Ministry of War (pre-modern Japan)	3
Alan Risher	13
The Best of Celine Dion & David Foster	8
Little Tough Guy	93
Colour Genie	16
Isaac Passy	7
Denshway Museum	7
Adinkerke Military Cemetery	14
Harry Herstad	6
Phatfish	107
Ernest McCulloch	15
Gateway, Arkansas	4
Otis Sistrunk	10
Huda Sultan	10
Boyce Avenue	90
Gnosis (Gnidrolog album)	2
Alex Hunter	51
Niko Nirvi	12
Paul P. Gross	4
Glutenin	16
David Joseph (basketball)	2
Hôtel de Bernuy	0
British Union of Social Work Employees	8
History of the United States Military Academy	3
Parsifal discography	2
Executive Order 13799	5
Chem Widhya	4
Thomas Commuck	4
Fadol Brown	4
Moon House	38
Francisco Vestil	3
Cambridge Meetinghouse	5
Bracken Cave	18
Empress Dowager Li (Later Shu)	2
Hymenodictyon	24
Félix Hernández	0
Carlos Jonguitud Barrios	3
RV Denar 2	2
Town Center One	5
Back Number	12
Pittsburgh Bankers	36
German Township, Auglaize County, Ohio	2
Gobō, Wakayama	0
Leach trench catapult	4
Tokyo International Women's Marathon	15
Life (UK TV series)	6
Buckeye Bulldog	16
WMYM	18
Robert Johnson (tight end)	2
Depietri Railways and Elevators	4
Paul Vathis	3
Crossbank	22
Italian Graubünden	0
Stanley E. Bowdle	2
St John's Church, Hartford	2
Women in Uganda	8
Brick Court Chambers	15
Night School (novel)	2
Canoeing at the 2011 Pan American Games	4
Harpo's FC	10
1958–59 Manchester United F.C. season	2
Thomas Orr (footballer)	2
Sinnamon Memorial Uniting Church	7
Talking tactile tablet	2
Pagan Racing	20
Karl-Liebknecht-Haus	8
Jacques François Perroud	0
Archville, New York	3
Soo Joo Park	10
1957 Pacific typhoon season	5
Groupes Bibliques Universitaires	7
Joseph Yorke, 1st Baron Dover	2
Bank Rakyat-Bangsar LRT station	2
Real Zaragoza	1128
Verviers	354
Denton Brock	2
Chie Nakamura	6
Lego Marvel Super Heroes - Black Panther: Trouble in Wakanda	3
Rob Fowler (curler)	2
Nana - A Tale of Us	7
Felix Manz	42
Stellar isochrone	2
Anna Murphy (producer)	2
Chirikov criterion	8
Braulioceras	11
Blue Ridge (film)	2
Merch Bradt Stewart	6
Vanellus	126
Physicus	30
PromotionCode.org	10
Taylors Valley, Virginia	2
Singularity (Jon Hopkins album)	2
Beautiful Surrender	16
Tom Satriano	7
Gmina Węgliniec	0
Phnom Kulen	62
Robert C. Lautman	2
Sue Costello	9
On the Rocks (Midland album)	2
Alamogordo Daily News	17
Renny Ottolina	14
Chengmai County	12
Botero Museum	9
1936 Chicago Cubs season	4
Guatuso people	2
Murders of Lyle and Marie McCann	2
Tokyo Weekender	17
Royal Anthem (horse)	1
Stora Gråmunkegränd	0
Stretch Number 1	2
Sir Charles Palmer, 1st Baronet	6
Caribe.Net	12
Kasserine	312
Slag	1942
Barbados National Trust	18
Siege tower	12
Adaptive Coloration in Animals	35
2015 Tour d'Azerbaïdjan	0
2002–03 UEFA Cup first round	4
Familia Caritatis	13
Scornicești Solar Park	0
They Came to Baghdad	9
The Road from Elephant Pass (film)	2
Health fair	5
Anthony Ian Berkeley	4
Abner Read	51
Lowell Steward	5
Baselines of Indonesia	2
Huntington Center (Toledo, Ohio)	2
Heinrich Spiess	12
Luis Urías	0
Ulrich Makosch	5
Core shroud	4
Ryūjo Hori	0
Health department	85
Anthony Levandowski	18
Lufeng, Guangdong	9
HMS Happy (1754)	2
Lisa Stanley	11
Kapiushon	11
Ferromagnetic resonance	9
Colin McAlpin	10
The Legend of Heroes III: Song of the Ocean	4
Sotaquirá	0
Rebecca Minot Prescott	11
Spanish and Portuguese Jews	166
Alfred Noble Prize	7
William Mackenzie (ophthalmologist)	2
Monounsaturated fat	14
Dion Dawkins	8
Franz Martinelli	9
Torke	463
Uhr Studio	6
Warren Theatres	16
Martin Pring	36
Orway	21
Tricyanaula aurantiaca	4
Andy Wallace (racing driver)	2
Peplum (film genre)	2
1885 Northwest Territories election	9
Kathy Sheran	2
Plains hide painting	13
Feliz! (Univision program)	2
Jamal Fakir	9
Integrative body psychotherapy	5
Jack Horner (racehorse)	2
Steve Ivings	4
Alfonso Rangel Guerra	4
Josephy Center for Arts and Culture	6
Namasagali	49
Robert Treat Academy Charter School	10
Arthur Canham	5
Whale Talk	6
Tropical Park Stadium	12
Albert Atterberg	8
Cryptantha virginensis	4
Tuvalu Meteorological Service	9
Fall in Love Like a Comic!	4
Password strength	5
2006 Franco–Italian–Spanish Middle East Peace Plan	3
Benjamin J. Kaplan	5
Madame X (1920 film)	2
William P. Malm	4
Mitch Toryanski	6
Larry J. Dodgen	9
Allen Walker	53
Iglesia de la Compañía de Jesús, Cusco	0
Irene Palaiologina, Empress of Bulgaria	3
Backnang–Ludwigsburg railway	13
Wingham Brush Nature Reserve	5
Dartmouth University	21
Ted Joyce	3
ATM Controller	4
Belmont–Sheffield Trust and Savings Bank Building	4
Rescue 8	83
Stephen J.R. Smith School of Business	10
Navaratri (1966 film)	2
Daniel Caesar	51
Brunswick brickworks	4
Margaret Hasse	5
Seven Years of Highly Defective People	9
Babe, I Love You	10
Internacional University	8
Stefen Fangmeier	16
Tongan nationality law	2
Ayacucho FC	16
Bhopal Conference	5
Calgary-Cross	15
Anthony Priddis	4
Church Hill, Edinburgh	2
Fränkisches Theater Schloss Maßbach	0
AS/NZS 1200	10
Pierre Bretonneau	9
Warren Goodhind	4
Kranenburg, North Rhine-Westphalia	6
Last Chance Saloon	81
Lee Eliot Berk	10
Ullage (wine)	2
Real County, Texas	9
Cordia polycephala	6
Frank Esposito (politician)	2
Joe Fenton (artist)	2
Kënga Magjike 2015	0
1st EU–Brazil summit	2
Albert Wilson (politician)	2
Pterocaulon pycnostachyum	6
Ernest Thurtle	13
Karl Malone Award	29
Kampong Cham Province	69
Doña Juana (film)	0
Lecythis zabucajo	9
Woody Durham	16
Thousand Islands Playhouse	22
B&G Foods	40
Muhammad bin Abdul Karim Issa	8
Front of the Class (film)	2
John E. Arnold	7
Om Prakash Sakhlecha	4
Duke Stroud	3
Faverdale	40
Fier	7108
Leucippus of Crete	2
Wairarapa Bush Rugby Football Union	8
Mercialys	17
Dual Alliance (1879)	2
Made in California	42
2008 UK Open	26
Dollis Creek	7
Lipoprotein	88
Alfred Darbyshire	20
Waterfalls in Ricketts Glen State Park	2
Marcel Quinet	4
Marisa Acocella Marchetto	8
Cold Spring Harbor (album)	2
Laura Elizabeth McCully	4
High Point Panthers women's soccer	4
Karl Krumbacher	31
Bobby Kinloch	3
Bidding system	6
Red-crowned ant tanager	6
Little London, West Yorkshire	2
Monkey Dust	54
Murphy v Brentwood DC	6
Arthur Roberts (comedian)	2
Granville Beynon	8
Jerome Fontamillas	15
Cappagh, County Tyrone	21
Neurosurgery	895
Zeke Mowatt	15
2005 Pro Bowl	27
IMP (programming language)	2
Epideme	29
Alexandra Marinescu	7
Locmariaquer	47
Ellenfield Park	8
Mason Rocca	8
Flappie	16
Luis Eduardo Garzón	0
Benjamin Thomas Brandreth-Gibbs	7
George Champagné	0
Dorothy Lane Market	14
Japanese oak wilt	4
Tim Nelson (athlete)	2
Pulse (video game)	2
Frank Lazarus	10
Stephan Schmidheiny	28
Elisedd ap Cyngen	8
Secure Terminal Equipment	13
George Wirgman Hemming	6
Cumberland College (Princeton, Kentucky)	5
Dan Milner	15
OProject@Home	9
Niall McDiarmid	4
Biography of a Bookie Joint	11
2865 Laurel	4
Caitlin Plays Herself	5
The Long Week-End	10
Lighthouse (Nina Kraljić song)	0
Don Bexley	6
Balvia	9
Indiana State Road 18	6
Xanthoproteic reaction	2
Giovanni Battista Lanceni	5
Sirotci	13
Inscape and instress	4
Al-Nasir Muhammad Salah al-Din	10
Jeremy Northam	85
Kannada literature	359
Edwin W. Blomquist	4
Housing tenure	8
Tirpitz (pig)	2
Blonde Trouble	15
Montana Land Reliance	9
Sunfish The Musical	4
Elderon, Wisconsin	2
Battle of the Notch	16
L. A. and Adelheid Machemehl House	5
Italian cruiser Bartolomeo Colleoni	2
Southwark Cathedral	332
Polotsk Offensive	10
Cadmogenes	10
Hyundai Super Truck	9
Ranigaon	6
Magic in Ithkar	21
Jasmuheen	42
Tridecane	6
Vic Sanchez	8
Piro Sports	6
Garz (Rügen)	0
Neshoba County School District	8
Telekom Romania	24
Nâdiya	0
Fesikh	6
Barbara Whiting Smith	9
Ballet égyptien	0
Stan Burton	2
Kargasoksky District	8
Matthew Ross (minister)	2
Aged Care Act 1997	6
Edith Birkin	4
Sega Genesis	1241
Jürgen Kehrer	0
Tom Burgess (Newfoundland politician)	2
Troy H. Middleton	28
Newlywed Hell	5
Angkor Wat	577
Atiyah–Bott fixed-point theorem	8
Lepidium oxycarpum	5
The Chronicle (TV series)	2
Seth Casiple	2
Smørrebrød	12
Nasal helmet	2
Volmars Drosted	5
Far East Plaza	21
Load Records discography	2
Fort Worth Braves	5
Time 100: The Most Important People of the Century	4
T. Rangachari	13
2010 Guinea-Bissau military unrest	2
2019 AAF QB Draft	16
Personico	16
Realivox	4
Mark Ormrod (athlete)	2
AdventureQuest Worlds	31
Kwame Sarkodie	5
John Roy Site	4
Mexicali Rose (1929 film)	2
Repetitive Electrical Impulse Noise	5
Helene Lange	28
Norman Blackburn	12
Taigu County	17
Shi Jingsi	12
Akira Mori	11
Climate Change Authority	23
Samsung Galaxy Pocket Duos	6
Parodius! From Myth to Laughter	6
Cydia duplicana	5
